"country","strike_id","date","location","area","type_of_attack","confirmed_possible_us_strike","air_strike_","drone_strike","min_strikes","max_strikes","min_people_killed","max_people_killed","min_civilians_killed","max_civilians_killed","min_children_killed","max_children_killed","min_people_injured","max_people_injured","strike_link","extra","year","house_majority_party","senate_majority_party","presidential_party","unified_","index","med_strikes","med_people_killed","med_civilians_killed","med_children_killed","med_people_injured","legislative_unified_","min_military_killed","max_military_killed","med_military_killed"
"Yemen","YEM178",2014-12-06,"Dafaar","Shabwa","US ground operation
Possible US air and drone strike","Confirmed",0,0,1,1,11,11,8,8,1,1,0,0,"www.thebureauinvestigates.com/2014/01/06/yemen-reported-us-covert-actions-2014/#YEM178",NA,2014,"Republican","Democrat","Democrat","No",NA,1,11,8,1,0,"No",3,3,3
"Yemen","YEM179",2015-01-26,"Hareeb","Shabwa/Mareb border","US drone strike","Confirmed",1,1,1,1,3,3,1,2,1,1,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM179","http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#",2015,"Republican","Republican","Democrat","No",NA,1,3,1.5,1,0,"Republican",2,1,1.5
"Yemen","YEM180",2015-01-31,"Al Saeed","Shabwa","US drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM180",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM181",2015-02-02,"Unknown","Bayda","US drone strike","Confirmed",1,1,1,1,3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM181",NA,2015,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,0,"Republican",3,6,4.5
"Yemen","YEM182",2015-02-20,"Al Houta","Shabwa","Airstrike
Possible drone strike","Possible",1,1,1,1,2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM182",NA,2015,"Republican","Republican","Democrat","No",NA,1,2.5,0,0,0,"Republican",2,3,2.5
"Yemen","YEM183",2015-02-28,"Bihan region","Shabwa","Airstrike
Possible drone strike","Possible",1,1,1,1,3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM183",NA,2015,"Republican","Republican","Democrat","No",NA,1,3.5,0,0,0,"Republican",3,4,3.5
"Yemen","YEM184",2015-03-01,"Markha district","Shabwa","Airstrike
Possible drone strike","Possible",1,1,1,1,2,3,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM184",NA,2015,"Republican","Republican","Democrat","No",NA,1,2.5,0,0,3,"Republican",2,3,2.5
"Yemen","YEM185",2015-04-12,"Mukalla","Hadhramout","US drone strike
","Confirmed",1,1,1,1,3,7,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM185",NA,2015,"Republican","Republican","Democrat","No",NA,1,5,0,0,0,"Republican",3,7,5
"Yemen","YEM186",2015-04-17,"Habban","Shabwa","US drone strike
","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM186",NA,2015,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM187",2015-04-19,"Saeed district","Shabwa","US drone strike
","Confirmed",1,1,1,1,2,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM187",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",2,6,4
"Yemen","YEM188",2015-04-21,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,2,5,7,0,1,0,1,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM188",NA,2015,"Republican","Republican","Democrat","No",NA,1.5,6,0.5,0.5,0,"Republican",5,6,5.5
"Yemen","YEM189",2015-05-08,"Mafraq","Shabwa","Airstrike
Possible US drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM189",NA,2015,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM190",2015-05-10,"Ataq","Shabwa","Airstrike
Possible US drone strike","Possible",1,1,1,1,1,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM190",NA,2015,"Republican","Republican","Democrat","No",NA,1,2.5,0,0,0,"Republican",1,4,2.5
"Yemen","YEM191",2015-05-11,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM191",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,2,"Republican",4,4,4
"Yemen","YEM192",2015-05-16,"Unknown","Shabwa","US drone strike
","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM192",NA,2015,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM193",2015-05-22,"Unknown","Shabwa","US drone strike
","Confirmed",1,1,1,1,3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM193",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",3,5,4
"Yemen","YEM194",2015-06-02,"Unknown","Jawf","Airstrike
Possible US drone strike","Possible",1,1,1,1,5,20,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM194",NA,2015,"Republican","Republican","Democrat","No",NA,1,12.5,0,0,0,"Republican",5,20,12.5
"Yemen","YEM195",2015-06-09,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,3,3,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM195",NA,2015,"Republican","Republican","Democrat","No",NA,1,3,0,0,2,"Republican",3,3,3
"Yemen","YEM196",2015-06-25,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,4,5,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM196",NA,2015,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,2,"Republican",4,5,4.5
"Yemen","YEM197",2015-06-26,"Rafadh","Shabwa","Airstrike
Possible US drone strike","Possible",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM197",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM198",2015-06-26,"Mukalla","Hadramout","Airstrike
Possible US drone strike","Possible",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM198",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM199",2015-07-03,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM199",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM200",2015-07-11,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,3,10,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM200",NA,2015,"Republican","Republican","Democrat","No",NA,1,6.5,0,0,0,"Republican",3,10,6.5
"Yemen","YEM201",2015-07-29,"Wadi Dikha","Abyan","US drone strike
","Confirmed",1,1,1,1,4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM201",NA,2015,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,0,"Republican",4,5,4.5
"Yemen","YEM202",2015-08-12,"Mukalla-Rukob road","Hadramout","US drone strike
","Confirmed",1,1,1,1,5,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM202",NA,2015,"Republican","Republican","Democrat","No",NA,1,5,0,0,0,"Republican",5,5,5
"Yemen","YEM203",2015-08-21,"Harib","Marib","Airstrike, Possible US drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM203",NA,2015,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM204",2015-08-23,"Mukalla","Hadaramout","US drone strike
","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM204",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM205",2015-08-26,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,5,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM205",NA,2015,"Republican","Republican","Democrat","No",NA,1,5,0,0,0,"Republican",5,5,5
"Yemen","YEM206",2015-09-09,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,3,6,0,4,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM206",NA,2015,"Republican","Republican","Democrat","No",NA,1,4.5,2,0,2,"Republican",3,2,2.5
"Yemen","YEM207",2015-09-11,"Unknown","Jawf-Mareb border","Airstrike, Possible US drone strike","Possible",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM207",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM208",2015-09-12,"Mukalla","Hadramout","US drone strike
","Confirmed",1,1,1,1,4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM208",NA,2015,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,0,"Republican",4,5,4.5
"Yemen","YEM209",2015-09-21,"Marib city","Marib","Airstrike, Possible US drone strike","Possible",1,1,1,1,2,2,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM209",NA,2015,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM210",2015-12-22,"Nata district","Bayda-Shabwa border","US drone strike
","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM210",NA,2015,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM211",2016-01-15,"Rafadh","Shabwa","US drone strike
","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM211","https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#",2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM212",2016-01-19,"Sayoun","Hadramout","US drone strike
","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM212",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM213",2016-02-03,"Rawda city","Shabwa","US drone strike
","Confirmed",1,1,1,1,6,6,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM213",NA,2016,"Republican","Republican","Democrat","No",NA,1,6,0,0,0,"Republican",6,6,6
"Yemen","YEM214",2016-02-03,"Maraquesha","Abyan","US drone strike
","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM214",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM215",2016-02-15,"Huta","Lahij","Airstrike, Possible US drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM215",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM216",2016-02-29,"Unknown","Hadramout","US drone or air strike
","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM216",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM217",2016-03-04,"Radhum","Shabwa","US drone strike
","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM217",NA,2016,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM218",2016-03-22,"Hajr (75km W of Mukalla)","Hadramout","US air strike","Confirmed",1,0,1,1,50,71,0,0,0,0,28,30,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM218",NA,2016,"Republican","Republican","Democrat","No",NA,1,60.5,0,0,29,"Republican",50,71,60.5
"Yemen","YEM219",2016-03-26,"Al Hudhn and Naqeel al Hayala villages","Abyan","Airstrike, Possible US drone strike","Possible",1,1,2,2,8,8,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM219",NA,2016,"Republican","Republican","Democrat","No",NA,2,8,0,0,0,"Republican",8,8,8
"Yemen","YEM220",2016-03-26,"Zinjibar","Abyan","Airstrike, Possible US drone strike","Possible",1,1,1,1,6,6,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM220",NA,2016,"Republican","Republican","Democrat","No",NA,1,6,0,0,0,"Republican",6,6,6
"Yemen","YEM221",2016-03-28,"Mukalla","Hadramout","Airstrike","Possible",1,0,1,1,5,5,3,3,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM221",NA,2016,"Republican","Republican","Democrat","No",NA,1,5,3,0,0,"Republican",2,2,2
"Yemen","YEM222",2016-03-30,"Azzan","Shabwa","US drone strike","Confirmed",1,1,1,1,2,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM222",NA,2016,"Republican","Republican","Democrat","No",NA,1,3.5,0,0,0,"Republican",2,5,3.5
"Yemen","YEM223",2016-03-30,"Mukalla","Hadramout","Airstrike","Possible",1,0,3,3,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM223",NA,2016,"Republican","Republican","Democrat","No",NA,3,0,0,0,0,"Republican",0,0,0
"Yemen","YEM224",2016-04-03,"Mukalla","Hadramout","Airstrike, Possible US drone strike","Possible",1,1,4,5,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM224",NA,2016,"Republican","Republican","Democrat","No",NA,4.5,0,0,0,0,"Republican",0,0,0
"Yemen","YEM225",2016-04-05,"Zinjibar","Abyan","Airstrike","Possible",1,0,2,2,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM225",NA,2016,"Republican","Republican","Democrat","No",NA,2,0,0,0,0,"Republican",0,0,0
"Yemen","YEM226",2016-04-23,"Alemien","Mareb","US drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM226",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM227",2016-04-25,"Zinjibar","Abyan","US drone strike","Confirmed",1,1,1,1,3,6,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM227",NA,2016,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,0,"Republican",3,6,4.5
"Yemen","YEM228",2016-04-25,"Azzan","Shabwa","US drone strike","Confirmed",1,1,1,1,2,10,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM228",NA,2016,"Republican","Republican","Democrat","No",NA,1,6,0,0,0,"Republican",2,10,6
"Yemen","YEM229",2016-04-28,"Unknown","Shabwa","US drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,1,1,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM229",NA,2016,"Republican","Republican","Democrat","No",NA,1,4,0,0,1,"Republican",4,4,4
"Yemen","YEM230",2016-05-19,"Unknown","Shabwa","US drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM230",NA,2016,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM231",2016-06-09,"Unknown","Bayda","US drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM231",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM232",2016-06-10,"Unknown","Mareb","US drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM232",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM233",2016-06-12,"Haban","Shabwa","US drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,1,1,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM233",NA,2016,"Republican","Republican","Democrat","No",NA,1,2.5,0,0,1,"Republican",2,3,2.5
"Yemen","YEM234",2016-07-01,"Gardan","Shabwa","US drone strike","Confirmed",1,1,1,1,3,6,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM234",NA,2016,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,0,"Republican",3,6,4.5
"Yemen","YEM235",2016-07-04,"Musaina","Shabwa","US drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,0,1,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM235",NA,2016,"Republican","Republican","Democrat","No",NA,1,2.5,0,0,0.5,"Republican",2,3,2.5
"Yemen","YEM236",2016-07-08,"Unknown","Central Yemen","US drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM236",NA,2016,"Republican","Republican","Democrat","No",NA,1,1,0,0,0,"Republican",1,1,1
"Yemen","YEM237",2016-07-10,"Jabul","Mareb","US drone strike","Possible",1,1,1,1,0,0,0,0,0,0,4,4,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM237",NA,2016,"Republican","Republican","Democrat","No",NA,1,0,0,0,4,"Republican",0,0,0
"Yemen","YEM238",2016-07-16,"Al Uqlah","Shabwa","US drone strike","Confirmed",1,1,1,1,2,4,0,0,0,0,0,2,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM238",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,1,"Republican",2,4,3
"Yemen","YEM239",2016-08-04,"Azzan","Shabwa","US drone strike","Confirmed",1,1,1,1,2,4,0,0,0,0,2,4,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM239",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,3,"Republican",2,4,3
"Yemen","YEM240",2016-08-24,"Unknown","Shabwa","US drone strike","Confirmed",1,1,1,1,4,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM240",NA,2016,"Republican","Republican","Democrat","No",NA,1,4.5,0,0,0,"Republican",4,5,4.5
"Yemen","YEM241",2016-08-30,"Unknown","Shabwa","US air or drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM241",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM242",2016-09-04,"Unknown","Shabwa","US air or drone strike","Confirmed",1,1,1,1,6,9,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM242",NA,2016,"Republican","Republican","Democrat","No",NA,1,7.5,0,0,0,"Republican",6,9,7.5
"Yemen","YEM243",2016-09-13,"Radaa area","Bayda","US drone strike","Confirmed",1,1,1,1,5,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM243",NA,2016,"Republican","Republican","Democrat","No",NA,1,5,0,0,0,"Republican",5,5,5
"Yemen","YEM244",2016-09-20,"Wadi Abida","Marib","US drone or air strike
","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM244",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM245",2016-09-22,"Sawmaa district","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM245",NA,2016,"Republican","Republican","Democrat","No",NA,1,2.5,0,0,0,"Republican",2,3,2.5
"Yemen","YEM246",2016-09-23,"Unknown","Mareb","US drone strike","Confirmed",1,1,1,1,3,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM246",NA,2016,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",3,5,4
"Yemen","YEM247",2016-09-29,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM247",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM248",2016-10-06,"Unknown","Shabwah","US air or drone strike","Confirmed",1,0,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM248",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM249",2016-10-12,"North of the Bab el-Mandeb strait","-","US cruise missle strike","Confirmed",0,0,3,3,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM249",NA,2016,"Republican","Republican","Democrat","No",NA,3,0,0,0,0,"Republican",0,0,0
"Yemen","YEM250",2016-10-18,"Unknown","Shabwah","US air or drone strike","Confirmed",1,1,1,1,3,8,0,0,0,0,2,2,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM250",NA,2016,"Republican","Republican","Democrat","No",NA,1,5.5,0,0,2,"Republican",3,8,5.5
"Yemen","YEM251",2016-10-21,"Unknown","Marib","US air or drone strike","Confirmed",1,0,1,1,5,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM251",NA,2016,"Republican","Republican","Democrat","No",NA,1,5,0,0,0,"Republican",5,5,5
"Yemen","YEM252",2016-11-21,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM252",NA,2016,"Republican","Republican","Democrat","No",NA,1,1,0,0,0,"Republican",1,1,1
"Yemen","YEM253",2016-11-24,"Sawmaah","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM253",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM254",2016-11-30,"Unknown","Hadramout","US air or drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM254",NA,2016,"Republican","Republican","Democrat","No",NA,1,3,0,0,0,"Republican",3,3,3
"Yemen","YEM255",2016-12-13,"Unknown","Marib/Al Jawf","US air or drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM255",NA,2016,"Republican","Republican","Democrat","No",NA,1,4,0,0,0,"Republican",4,4,4
"Yemen","YEM256",2016-12-29,"Sawmaah","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM256",NA,2016,"Republican","Republican","Democrat","No",NA,1,2,0,0,0,"Republican",2,2,2
"Yemen","YEM257",2017-01-08,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM257","https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#",2017,"Republican","Republican","Republican","Republican",NA,1,1,0,0,0,"Republican",1,1,1
"Yemen","YEM258",2017-01-20,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM258",NA,2017,"Republican","Republican","Republican","Republican",NA,1,1,0,0,0,"Republican",1,1,1
"Yemen","YEM259",2017-01-21,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,2,3,6,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM259",NA,2017,"Republican","Republican","Republican","Republican",NA,1.5,4.5,0,0,0,"Republican",3,6,4.5
"Yemen","YEM260",2017-01-22,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,2,1,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM260",NA,2017,"Republican","Republican","Republican","Republican",NA,1.5,2,0,0,0,"Republican",1,3,2
